,1,1,1,1,1,1,1,1,1
,2,0,2,3,0,3,2,2,0
,3,0,3,2,0,2,3,3,0
,4,0,4,0,0,0,4,4,0
,5,3,5,5,5,5,5,5,5
,6,2,6,6,6,6,6,6,6
,7,7,7,7,7,7,7,7,7
,8,5,8,8,8,9,8,8,8
,9,4,9,9,0,8,9,9,0
,0,0,0,4,0,4,0,0,0
,0,0,10,10,0,0,0,10,0
,0,10,0,0,9,10,0,0,9
,0,0,0,0,2,0,0,0,2
,0,0,0,0,3,0,0,0,3
,0,0,0,0,4,0,0,0,4
,0,8,0,0,0,0,0,0,0
,0,9,0,0,0,0,0,0,0
,0,6,0,0,0,0,0,0,0
